,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,2,1.1191423081703054,0.40189976,25,0.001,128,5,256,0.2
1,2,1.1191423081703054,0.40189976,25,0.001,64,5,256,0.2
2,2,1.1191423081703054,0.40189976,25,0.001,32,5,256,0.2
3,2,1.1191423081703054,0.40189976,25,0.001,16,5,256,0.2
4,2,1.1191423081703054,0.40189976,25,0.001,8,5,256,0.2
5,2,1.1191423081703054,0.40189976,25,0.001,4,5,256,0.2
6,2,1.1191423081703054,0.40189976,25,0.001,2,5,256,0.2
