,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,10,13.273724314905028,0.13139904,25,1e-05,128,25,256,0.2
1,10,13.273724314905028,0.13139904,25,1e-05,64,25,256,0.2
2,10,13.273724314905028,0.13139904,25,1e-05,32,25,256,0.2
3,10,13.273724314905028,0.13139904,25,1e-05,16,25,256,0.2
4,10,13.273724314905028,0.13139904,25,1e-05,8,25,256,0.2
5,10,13.273724314905028,0.13139904,25,1e-05,4,25,256,0.2
6,10,13.273724314905028,0.13139904,25,1e-05,2,25,256,0.2
