,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,18,0.913459945586581,0.7103229,25,0.1,128,100,256,0.2
1,18,0.913459945586581,0.7103229,25,0.1,64,100,256,0.2
2,18,0.913459945586581,0.7103229,25,0.1,32,100,256,0.2
3,18,0.913459945586581,0.7103229,25,0.1,16,100,256,0.2
4,18,0.913459945586581,0.7103229,25,0.1,8,100,256,0.2
5,18,0.913459945586581,0.7103229,25,0.1,4,100,256,0.2
6,18,0.913459945586581,0.7103229,25,0.1,2,100,256,0.2
