,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,22,13.667183594446604,0.13256277,25,1e-05,128,100,256,0.2
1,22,13.667183594446604,0.13256277,25,1e-05,64,100,256,0.2
2,22,13.667183594446604,0.13256277,25,1e-05,32,100,256,0.2
3,22,13.667183594446604,0.13256277,25,1e-05,16,100,256,0.2
4,22,13.667183594446604,0.13256277,25,1e-05,8,100,256,0.2
5,22,13.667183594446604,0.13256277,25,1e-05,4,100,256,0.2
6,22,13.667183594446604,0.13256277,25,1e-05,2,100,256,0.2
