,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,1,0.8757583520608548,0.5353219,25,0.01,128,5,256,0.2
1,1,0.8757583520608548,0.5353219,25,0.01,64,5,256,0.2
2,1,0.8757583520608548,0.5353219,25,0.01,32,5,256,0.2
3,1,0.8757583520608548,0.5353219,25,0.01,16,5,256,0.2
4,1,0.8757583520608548,0.5353219,25,0.01,8,5,256,0.2
5,1,0.8757583520608548,0.5353219,25,0.01,4,5,256,0.2
6,1,0.8757583520608548,0.5353219,25,0.01,2,5,256,0.2
