,thresh,MSE,MAE,RMSE,Coverage
0,0.0,1.0484021866659676,0.8168406153924466,1.0239151266906685,99743.0
1,0.15,1.0492292562678684,0.817117558652843,1.024318923123003,99741.0
2,0.3,1.0540677340967048,0.8183599769184245,1.0266780089671275,99716.0
3,0.45,1.0739241946367335,0.8228256007180741,1.036303138389889,99275.0
