,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,21,1.0616114274096646,0.6849962,25,0.0001,128,100,256,0.2
1,21,1.0616114274096646,0.6849962,25,0.0001,64,100,256,0.2
2,21,1.0616114274096646,0.6849962,25,0.0001,32,100,256,0.2
3,21,1.0616114274096646,0.6849962,25,0.0001,16,100,256,0.2
4,21,1.0616114274096646,0.6849962,25,0.0001,8,100,256,0.2
5,21,1.0616114274096646,0.6849962,25,0.0001,4,100,256,0.2
6,21,1.0616114274096646,0.6849962,25,0.0001,2,100,256,0.2
