,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,6,0.9711682391040612,0.5759011,25,0.1,128,25,256,0.2
1,6,0.9711682391040612,0.5759011,25,0.1,64,25,256,0.2
2,6,0.9711682391040612,0.5759011,25,0.1,32,25,256,0.2
3,6,0.9711682391040612,0.5759011,25,0.1,16,25,256,0.2
4,6,0.9711682391040612,0.5759011,25,0.1,8,25,256,0.2
5,6,0.9711682391040612,0.5759011,25,0.1,4,25,256,0.2
6,6,0.9711682391040612,0.5759011,25,0.1,2,25,256,0.2
