,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,19,1.6472771081883872,0.57697994,25,0.01,128,100,256,0.2
1,19,1.6472771081883872,0.57697994,25,0.01,64,100,256,0.2
2,19,1.6472771081883872,0.57697994,25,0.01,32,100,256,0.2
3,19,1.6472771081883872,0.57697994,25,0.01,16,100,256,0.2
4,19,1.6472771081883872,0.57697994,25,0.01,8,100,256,0.2
5,19,1.6472771081883872,0.57697994,25,0.01,4,100,256,0.2
6,19,1.6472771081883872,0.57697994,25,0.01,2,100,256,0.2
