,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,17,11.718839625123113,0.32135716,25,1e-06,128,50,256,0.2
1,17,11.718839625123113,0.32135716,25,1e-06,64,50,256,0.2
2,17,11.718839625123113,0.32135716,25,1e-06,32,50,256,0.2
3,17,11.718839625123113,0.32135716,25,1e-06,16,50,256,0.2
4,17,11.718839625123113,0.32135716,25,1e-06,8,50,256,0.2
5,17,11.718839625123113,0.32135716,25,1e-06,4,50,256,0.2
6,17,11.718839625123113,0.32135716,25,1e-06,2,50,256,0.2
