,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,4,6.532235892773818,0.92160475,25,1e-05,128,5,256,0.2
1,4,6.532235892773818,0.92160475,25,1e-05,64,5,256,0.2
2,4,6.532235892773818,0.92160475,25,1e-05,32,5,256,0.2
3,4,6.532235892773818,0.92160475,25,1e-05,16,5,256,0.2
4,4,6.532235892773818,0.92160475,25,1e-05,8,5,256,0.2
5,4,6.532235892773818,0.92160475,25,1e-05,4,5,256,0.2
6,4,6.532235892773818,0.92160475,25,1e-05,2,5,256,0.2
