,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,12,0.9116665367146616,0.6151631,25,0.1,128,50,256,0.2
1,12,0.9116665367146616,0.6151631,25,0.1,64,50,256,0.2
2,12,0.9116665367146616,0.6151631,25,0.1,32,50,256,0.2
3,12,0.9116665367146616,0.6151631,25,0.1,16,50,256,0.2
4,12,0.9116665367146616,0.6151631,25,0.1,8,50,256,0.2
5,12,0.9116665367146616,0.6151631,25,0.1,4,50,256,0.2
6,12,0.9116665367146616,0.6151631,25,0.1,2,50,256,0.2
