,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,8,0.9684265205873295,0.47995844,25,0.001,128,25,256,0.2
1,8,0.9684265205873295,0.47995844,25,0.001,64,25,256,0.2
2,8,0.9684265205873295,0.47995844,25,0.001,32,25,256,0.2
3,8,0.9684265205873295,0.47995844,25,0.001,16,25,256,0.2
4,8,0.9684265205873295,0.47995844,25,0.001,8,25,256,0.2
5,8,0.9684265205873295,0.47995844,25,0.001,4,25,256,0.2
6,8,0.9684265205873295,0.47995844,25,0.001,2,25,256,0.2
