,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,5,15.55793558708549,0.2594452,25,1e-06,128,5,256,0.2
1,5,15.55793558708549,0.2594452,25,1e-06,64,5,256,0.2
2,5,15.55793558708549,0.2594452,25,1e-06,32,5,256,0.2
3,5,15.55793558708549,0.2594452,25,1e-06,16,5,256,0.2
4,5,15.55793558708549,0.2594452,25,1e-06,8,5,256,0.2
5,5,15.55793558708549,0.2594452,25,1e-06,4,5,256,0.2
6,5,15.55793558708549,0.2594452,25,1e-06,2,5,256,0.2
