,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,23,25.61799461509273,0.5726475,25,1e-06,128,100,256,0.2
1,23,25.61799461509273,0.5726475,25,1e-06,64,100,256,0.2
2,23,25.61799461509273,0.5726475,25,1e-06,32,100,256,0.2
3,23,25.61799461509273,0.5726475,25,1e-06,16,100,256,0.2
4,23,25.61799461509273,0.5726475,25,1e-06,8,100,256,0.2
5,23,25.61799461509273,0.5726475,25,1e-06,4,100,256,0.2
6,23,25.61799461509273,0.5726475,25,1e-06,2,100,256,0.2
