,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,7,0.9170832892777584,0.7265935,25,0.01,128,25,256,0.2
1,7,0.9170832892777584,0.7265935,25,0.01,64,25,256,0.2
2,7,0.9170832892777584,0.7265935,25,0.01,32,25,256,0.2
3,7,0.9170832892777584,0.7265935,25,0.01,16,25,256,0.2
4,7,0.9170832892777584,0.7265935,25,0.01,8,25,256,0.2
5,7,0.9170832892777584,0.7265935,25,0.01,4,25,256,0.2
6,7,0.9170832892777584,0.7265935,25,0.01,2,25,256,0.2
