,model,test mse,test std,epochs,lr,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,14,0.9162038084520403,0.61111474,25,0.001,128,50,256,0.2
1,14,0.9162038084520403,0.61111474,25,0.001,64,50,256,0.2
2,14,0.9162038084520403,0.61111474,25,0.001,32,50,256,0.2
3,14,0.9162038084520403,0.61111474,25,0.001,16,50,256,0.2
4,14,0.9162038084520403,0.61111474,25,0.001,8,50,256,0.2
5,14,0.9162038084520403,0.61111474,25,0.001,4,50,256,0.2
6,14,0.9162038084520403,0.61111474,25,0.001,2,50,256,0.2
